vendor_name,partner_detail_id,thea_id,po_fill_rate_qty_level,po_fill_rate_ucode_level,on_time_delivery_rate,median_lead_time,perfect_order_rate,expired_near_expiry_items_received,damaged_items_received,pr_count
MODI MUNDI PHARMA PRIVATE LIMITED,31356,th406,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
S A PHARMA,38139,th406,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00
AKSHAY ENTERPRISE,55015,th406,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ZUVENTUS HEALTHCARE LTD,31210,th406,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),6880,th406,0.00,0.00,0.00,0.00,0.00,1222.00,0.00,30.00
Avighna Medicare Private Limited,82453,th406,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00
AARUSH TIRUPATI ENTERPRISE (A UNIT OF API HOLDINGS LIMITED) (MR-BLR-PNY),37678,th406,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AVIGHNA MEDICARE PRIVATE LIMITED - NAGPUR,35843,th406,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
THREPSI SOLUTIONS PVT LTD - (MR-GGN),3440,th406,0.00,0.00,0.00,0.00,0.00,330.00,0.00,28.00
METRO CHEMIST & GENERAL STORES,28453,th406,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
C.L. TRADERS,31351,th406,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MILTON GENERICS,5658,th406,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
J B CHEMICALS PHARMACEUTICAL LTD,31279,th406,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ASHIRWAD DISTRIBUTORS (A UNIT OF AWPSPL),9983,th406,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MEYER ORGANICS PRIVATE LIMITED,31254,th406,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CIPLA PHARMA AND LIFE SCIENCES LIMITED,90849,th406,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
EMCURE PHARMACEUTICALS LTD,31313,th406,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SINGLAMEDICOS PHARMA PRIVATE LIMITED,31259,th406,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MANKIND PHARMA LIMITED,38120,th406,0.00,0.00,0.00,0.00,0.00,31482.00,0.00,237.00
Avighna Medicare Private Limited,9250,th406,0.00,0.00,0.00,0.00,0.00,84757.00,0.00,446.00
PHARMA LOGISTICS PANCHKULA,32684,th406,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWISTER DISTRIBUTORS PRIVATE LIMITED,91787,th406,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MISHRA PHARMACEUTICAL AGENCY,60568,th408,100.00,83.33,0.00,7.00,0.00,408.00,0.00,0.00
M/S MEDI PHARMA,60583,th408,100.00,100.00,100.00,3.00,100.00,1604.00,0.00,0.00
VARMA MEDICALS (PUDUCHERRY),30682,th408,100.00,91.67,91.67,1.00,100.00,10048.00,0.00,57.00
RND LABORATORIES (DASH & CO.),60621,th408,100.00,100.00,100.00,1.00,100.00,0.00,0.00,1.00
UNIPRIXX LABORATORIES PRIVATE LIMITED,59976,th408,100.00,100.00,100.00,1.00,100.00,1793.00,0.00,3.00
SACHDEVA MEDICALS (U/O AHWSPL),31583,th408,100.00,100.00,100.00,2.00,100.00,12.00,0.00,0.00
MEDICOS HEALTHCARE - A UNIT OF D.C. AGENCIES PRIVATE LIMITED (MR-IXC-IA1),31162,th408,100.00,100.00,100.00,2.00,100.00,0.00,0.00,0.00
BALAJI PHARMATECH - (U/O AHWSPL),30094,th408,100.00,100.00,100.00,2.00,100.00,2823.00,0.00,15.00
EASTERN AGENCIES HEALTHCARE PRIVATE LIMITED,61,th408,99.65,100.00,100.00,4.00,100.00,34387.00,0.00,207.00
MODI PHARMACEUTICALS,59974,th408,98.94,92.31,100.00,1.00,100.00,130.00,0.00,0.00
M/S M.R.PHARMACEUTICALS,71238,th408,93.24,87.50,100.00,0.00,100.00,0.00,0.00,0.00
MOKSH PHARMA,30116,th408,92.87,85.39,100.00,4.00,100.00,1926.00,0.00,3.00
ZYDUS HEALTHCARE LIMITED,30369,th408,91.91,83.33,82.86,2.00,33.33,0.00,0.00,0.00
SRI ALAGU PHARMA (U/O AHWSPL),30509,th408,89.92,77.78,100.00,5.00,66.67,4272.00,0.00,8.00
E.C. Agencies - A unit of Ascent Wellness and Pharma Solutions Private Limited,29157,th408,89.58,72.50,100.00,2.00,50.00,24525.00,0.00,134.00
DRK ENTERPRISES (UNIT OF VENKATESH MEDICO PVT LTD),29882,th408,83.82,100.00,100.00,0.00,100.00,27266.00,0.00,83.00
SACHDEVA MEDICALS (U/O AHWSPL) (Prayagraj),30096,th408,81.21,73.33,100.00,1.00,33.33,16841.00,0.00,80.00
D. C. AGENCIES PRIVATE LIMITED (GHAZIPUR),13506,th408,81.13,72.92,64.86,4.00,20.00,14449.00,0.00,87.00
ADDIKRISHNA ASSOCIATES,60599,th408,80.95,66.67,100.00,0.00,50.00,1096.00,0.00,2.00
Avighna Medicare Private Limited,37111,th408,73.81,21.54,100.00,2.00,33.33,1645.00,0.00,165.00
D.C. AGENCIES - INDORE ( A UNIT OF ASCENT WELLNESS AND PHARMA SOLUTIONS PRIVATE LIMITED ),8164,th408,71.20,66.67,100.00,1.00,0.00,22839.00,0.00,79.00
AMIT AGENCIES,38088,th408,68.95,92.59,51.67,8.00,33.33,5415.00,0.00,13.00
KSR AGENCIES,38111,th408,68.40,100.00,46.15,17.00,33.33,0.00,0.00,1.00
MANKIND PHARMA LTD,38125,th408,68.07,74.85,100.00,1.80,28.57,156631.00,0.00,302.00
ARYAN WELLNESS PRIVATE LIMITED(GURUGRAM),30727,th408,67.78,41.18,100.00,1.00,25.00,0.00,0.00,2.00
SHREE SIMBA CHEMIST - MUMBAI (AWSPL),3566,th408,66.24,51.72,54.29,7.00,58.33,73412.00,0.00,266.00
DESAI PHARMA(A UNIT OF ASCENT WELLNESS AND PHARMA SOLUTIONS PVT LTD),32262,th408,66.18,90.91,20.00,11.00,33.33,684.00,0.00,133.00
ASPIRE PHARMA- JAMMU (AWSPL),31301,th408,60.25,73.68,100.00,2.00,33.33,0.00,0.00,8.00
PHARMEASY WHOLESALE (A UNIT OF AWPSPL) (MR-VNS-GTR),37913,th408,60.00,75.00,100.00,3.00,0.00,0.00,0.00,0.00
SACHDEVA MEDICALS,7825,th408,58.55,51.47,30.00,10.00,20.00,69083.00,0.00,405.00
Avighna Medicare Private Limited,82453,th408,57.85,81.94,100.00,2.00,47.62,0.00,0.00,8.00
VPI MEDISALES - A UNIT OF ASCENT  WELLNESS AND PHARMA  SOLUTIONS PRIVATE LIMITED,31971,th408,55.01,62.42,72.54,2.10,40.00,11641.00,0.00,2193.00
EKDANTA PHARMATECH (U/O AHWSPL) (MR-SLI),30112,th408,53.50,62.50,80.00,12.00,0.00,6908.00,0.00,10.00
SHRUSTI AGENCIES,60633,th408,48.00,100.00,100.00,0.00,50.00,0.00,0.00,0.00
M/S MAA TARINI AGENCY,60634,th408,47.87,55.56,100.00,1.00,0.00,0.00,0.00,1.00
AVIGHNA MEDICARE PRIVATE LIMITED,32663,th408,47.49,59.42,95.45,1.00,23.08,1750.00,0.00,2.00
B G DISTRIBUTORS PRIVATE LIMITED(P&G),29231,th408,46.94,36.84,100.00,1.00,12.50,0.00,0.00,0.00
M/S. SAI PHARMACEUTICALS,60635,th408,46.67,57.14,100.00,5.00,0.00,0.00,0.00,0.00
Avighna Medicare Private Limited,9250,th408,45.81,63.20,82.17,6.00,8.00,77283.00,0.00,46.00
SA PHARMA,31299,th408,45.69,62.62,52.56,4.00,0.00,0.00,0.00,7.00
ASHIRWAD DISTRIBUTORS (A UNIT OF AWPSPL),9981,th408,45.60,58.25,52.31,8.60,22.22,74664.00,0.00,382.00
RAJEEV AGENCIES,38135,th408,41.35,58.82,100.00,2.00,12.50,19879.00,0.00,38.00
SUDHIR CHEMIST,60676,th408,38.66,46.93,100.00,3.00,0.00,0.00,0.00,22.00
MUTHU PHARMA- A UNIT OF ASCENT WELLNESS AND PHARMA ,31881,th408,37.38,59.80,85.20,2.30,6.83,2910197.00,0.00,11996.00
RADHAKRISHNA AGENCIES,38133,th408,36.27,55.35,82.35,1.00,11.11,302948.00,0.00,766.00
D C AGENCIES PRIVATE LIMITED,1989,th408,35.50,55.40,50.78,9.00,17.50,42776.00,0.00,390.00
KAVERI AGENCIES,59975,th408,35.36,68.09,79.63,2.00,14.29,0.00,0.00,0.00
SHREE SHYAM AGENCIES,38146,th408,34.85,49.73,32.58,10.90,6.25,720.00,0.00,18.00
JP AGENCY,60641,th408,34.42,38.89,100.00,0.00,0.00,665.00,0.00,2.00
YASH PHARMACEUTICALS,38155,th408,33.76,33.33,33.33,5.00,25.00,34840.00,0.00,32.00
JUBILANT GENERICS LIMITED,60570,th408,26.39,66.67,100.00,4.00,14.29,5160.00,0.00,14.00
AAYUSH PHARMA  (U/O AWPSPL) (AR-GUW-LOK),37885,th408,25.83,66.67,100.00,0.00,0.00,0.00,0.00,4.00
CIPLA PHARMA AND LIFE SCIENCES LIMITED,90849,th408,19.67,37.88,100.00,0.00,20.00,0.00,0.00,0.00
DR.REDDYS LABORATORIES LTD,38100,th408,17.36,33.33,100.00,0.00,4.55,25966.00,0.00,58.00
HINDUSTAN PHARMACEUTICALS,80383,th408,7.05,50.00,100.00,2.00,0.00,0.00,0.00,0.00
MANKIND PHARMA LTD,38124,th408,5.62,13.13,100.00,1.00,20.00,50947.00,0.00,175.00
WOCKHARDT LIMIITED,60561,th408,4.91,20.00,100.00,0.00,0.00,3238.00,0.00,11.00
MAA KALI PHARMACEUTICAL AGENCIES,60592,th408,4.00,20.00,100.00,3.00,0.00,4741.00,0.00,10.00
BIOLOGICAL E LIMITED,60559,th408,2.01,50.00,100.00,0.00,33.33,12060.00,0.00,9.00
Parekh Integrated Services Private Limited,3648,th408,0.39,7.89,11.11,12.00,12.50,854.00,0.00,6.00
MANKIND PHARMA LTD,31287,th408,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ZYDUS HEALTHCARE LIMITED,38157,th408,0.00,0.00,0.00,0.00,0.00,8010.00,0.00,63.00
SACHDEVA MEDICAL-BAREILLY (AWSPL),32197,th408,0.00,0.00,100.00,2.00,0.00,272.00,0.00,2.00
PAREKH PHARMACEUTICALS,107239,th408,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NATIONAL PHARMACY (MANIMAJRA),35914,th408,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
JOHNSON AND JOHNSON PRIVATE LIMITED,60560,th408,0.00,0.00,0.00,0.00,0.00,15144.00,0.00,0.00
ADIKANTA ASSOCIATES,38086,th408,0.00,0.00,0.00,0.00,0.00,9636.00,0.00,35.00
MILTON GENERICS,5658,th408,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),6880,th408,0.00,0.00,0.00,0.00,0.00,3149.00,0.00,2.00
HONASA CONSUMER LIMITED,108235,th408,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AAYUSH PHARMA (A UNIT OF AWPSPL)-ASSAM,13714,th408,0.00,0.00,0.00,0.00,0.00,630.00,0.00,0.00
TWISTER DISTRIBUTORS PRIVATE LIMITED,91787,th408,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
USHA MEDICAL HALL,60363,th408,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ASHIRWAD DISTRIBUTORS (A UNIT OF AWPSPL) (AR-NAG-AMR),37895,th408,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
EKDANTA PHARMATECH (A UNIT OF AWPSPL) (MR-IXU-BRC),37896,th408,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
THE NEW PAUL MEDICAL HALL,60427,th408,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MILFORD HEALTHCARE,9354,th408,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MANKIND PHARMA LIMITED,32649,th408,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VHM PHARMACY,82057,th408,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CIPLA LTD,7246,th411,0.00,0.00,0.00,0.00,0.00,2852513.00,0.00,1.00
IPCA Laboratories Limited,2658,th411,0.00,0.00,0.00,0.00,0.00,1406033.00,0.00,0.00
A.K.PHARMA,4039,th413,100.00,100.00,100.00,0.00,100.00,5470.00,0.00,10.00
KALINGA PHARMATECH(A Unit of Ascent Wellness & Pharma Solutions Private Limited),11933,th413,100.00,100.00,100.00,0.00,100.00,8440.00,0.00,35.00
VARMA MEDICALS (U/O AWPSPL) (AR-PON-IE1),37890,th413,100.00,100.00,100.00,0.00,100.00,0.00,0.00,0.00
BALAJI PHARMATECH - (U/O AHWSPL),30094,th413,100.00,100.00,100.00,1.00,100.00,0.00,0.00,6.00
ASHIRWAD DISTRIBUTORS (A UNIT OF AWPSPL),9983,th413,100.00,100.00,0.00,2.00,0.00,0.00,0.00,2.00
MEDICOS HEALTHCARE - A UNIT OF D.C. AGENCIES PRIVATE LIMITED (MR-IXC-IA1),31162,th413,100.00,100.00,0.00,3.00,0.00,0.00,0.00,0.00
DHADHICH PHARMA,38028,th413,100.00,100.00,0.00,2.00,0.00,26933.00,0.00,18.00
SRI ALAGU PHARMA (U/O AHWSPL),30509,th413,100.00,100.00,0.00,5.00,0.00,2008.00,0.00,18.00
SRI ALAGU PHARMA(A UNIT OF AWPSPL)COIMBATORE,30864,th413,97.20,80.00,100.00,2.00,50.00,0.00,0.00,0.00
D C AGENCIES PRIVATE LIMITED,1989,th413,92.31,50.00,0.00,3.00,0.00,8366.00,0.00,16.00
VARMA MEDICALS (PUDUCHERRY),30682,th413,92.22,100.00,62.50,1.00,50.00,3269.00,0.00,45.00
ASHIRWAD DISTRIBUTORS (A UNIT OF AWPSPL),9981,th413,84.88,63.64,100.00,1.00,0.00,9466.00,0.00,32.00
AVIGHNA MEDICARE PRIVATE LIMITED,32663,th413,80.74,78.74,99.61,1.00,30.00,1764.00,0.00,51.00
D. C. AGENCIES PRIVATE LIMITED (GHAZIPUR),13506,th413,76.36,80.00,34.29,3.00,0.00,6525.00,0.00,38.00
EASTERN AGENCIES HEALTHCARE PRIVATE LIMITED,61,th413,76.07,87.28,8.06,4.00,2.50,1172783.00,0.00,5885.00
VPI MEDISALES - A UNIT OF ASCENT  WELLNESS AND PHARMA  SOLUTIONS PRIVATE LIMITED,31971,th413,74.07,66.67,33.33,2.00,33.33,1070.00,0.00,49.00
SACHDEVA MEDICALS,7825,th413,72.58,70.37,0.00,18.50,0.00,52123.00,0.00,274.00
NATIONAL MEDICAL AGENCIES,55027,th413,70.64,63.64,100.00,1.00,50.00,2560.00,0.00,0.00
SHREE SIMBA CHEMIST - MUMBAI (AWSPL),3566,th413,68.22,85.29,13.47,5.90,6.67,410507.00,0.00,2564.00
E.C. Agencies - A unit of Ascent Wellness and Pharma Solutions Private Limited,29157,th413,67.00,83.93,41.67,5.00,28.57,15812.00,0.00,63.00
Avighna Medicare Private Limited,37111,th413,66.17,85.71,100.00,1.00,66.67,150.00,0.00,149.00
MANKIND PHARMA LTD,38122,th413,63.78,70.80,50.00,2.00,0.00,64.00,0.00,4.00
DESAI PHARMA(A UNIT OF ASCENT WELLNESS AND PHARMA SOLUTIONS PVT LTD),32262,th413,62.67,81.00,12.93,5.00,0.00,2328.00,0.00,860.00
MEHADIA & SONS,38126,th413,61.14,70.91,43.33,1.70,0.00,34189.00,0.00,64.00
SACHDEVA MEDICALS (U/O AHWSPL) (Prayagraj),30096,th413,58.01,72.73,100.00,1.00,0.00,9305.00,0.00,64.00
MANKIND PHARMA LTD,38023,th413,52.99,46.53,79.55,4.00,0.00,86691.00,0.00,707.00
EKDANTA PHARMATECH (U/O AHWSPL) (MR-SLI),30112,th413,52.62,64.29,33.33,3.00,37.50,12085.00,0.00,14.00
ASPIRE PHARMA- JAMMU (AWSPL),31301,th413,52.08,75.00,100.00,1.00,50.00,0.00,0.00,0.00
M.M ENTERPRISES,55063,th413,50.00,100.00,100.00,0.00,50.00,1596.00,0.00,10.00
KANNU BROTHERS,55040,th413,48.86,50.00,100.00,1.00,0.00,2544.00,0.00,15.00
ENCUBE ETHICALS PRIVATE LIMITED,38243,th413,46.15,100.00,0.00,7.00,0.00,0.00,0.00,0.00
MANN PHARMA,12151,th413,41.26,85.94,11.79,2.30,11.76,17430.00,0.00,14.00
D.C. AGENCIES - INDORE ( A UNIT OF ASCENT WELLNESS AND PHARMA SOLUTIONS PRIVATE LIMITED ),8164,th413,38.57,70.00,71.43,3.00,0.00,32383.00,0.00,115.00
Avighna Medicare Private Limited,82453,th413,32.68,58.33,85.71,1.00,28.57,0.00,0.00,0.00
AJANTA PHARMA LTD,38081,th413,24.94,28.57,0.00,7.00,0.00,3915.00,0.00,84.00
MUTHU PHARMA- A UNIT OF ASCENT WELLNESS AND PHARMA ,31881,th413,22.16,20.51,37.50,2.00,25.00,34605.00,0.00,87.00
MEDI TRADE CORPORATION,55046,th413,12.26,11.68,0.00,2.00,0.00,10756.00,0.00,49.00
DR REDDYS LABORATORIES LTD,38022,th413,3.25,6.03,10.00,10.00,0.00,10259.00,0.00,183.00
D.C. AGENCIES (U/O AWPSPL) (MR-PAT-PMD),37882,th413,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Avighna Medicare Private Limited,9250,th413,0.00,0.00,0.00,0.00,0.00,82217.00,0.00,215.00
UNNATI MOTORS ( A DIVISION OF MICROPARK LOGISTICS PVT LTD),38029,th413,0.00,0.00,0.00,0.00,0.00,720.00,0.00,8.00
Avighna Medicare Private Limited,9288,th413,0.00,0.00,0.00,0.00,0.00,830659.00,0.00,84.00
Cipla Health Limited,107284,th413,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENCUBE ETHICALS PRIVATE LIMITED,38192,th413,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ASHIRWAD DISTRIBUTORS (U/O AWPSPL) (AR-RPR-TSC),37887,th413,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHLOKA ENTERPRISES,53593,th417,100.00,100.00,100.00,2.00,100.00,390.00,0.00,3.00
ASHIRWAD DISTRIBUTORS (U/O AWPSPL) (MR-RPR-TSC),37886,th417,100.00,100.00,100.00,0.00,100.00,0.00,0.00,0.00
VPI MEDISALES - A UNIT OF ASCENT  WELLNESS AND PHARMA  SOLUTIONS PRIVATE LIMITED,31971,th417,100.00,100.00,100.00,0.00,100.00,2512.00,0.00,12.00
WIN MEDICARE PRIVATE LIMITED,2368,th417,100.00,66.67,100.00,2.00,50.00,0.00,0.00,0.00
MUTHU PHARMA- A UNIT OF ASCENT WELLNESS AND PHARMA ,31881,th417,97.60,88.46,100.00,1.00,75.00,22415.00,0.00,27.00
ASHIRWAD DISTRIBUTORS (A UNIT OF AWPSPL),9981,th417,92.89,83.33,100.00,1.00,33.33,26625.00,0.00,101.00
D. C. AGENCIES PRIVATE LIMITED (GHAZIPUR),13506,th417,88.48,84.00,100.00,1.00,75.00,9592.00,0.00,9.00
Avighna Medicare Private Limited,82453,th417,84.99,57.58,100.00,8.00,36.36,0.00,0.00,1.00
E.C. Agencies - A unit of Ascent Wellness and Pharma Solutions Private Limited,29157,th417,81.24,80.00,100.00,3.00,66.67,26392.00,0.00,90.00
SRI ALAGU PHARMA (U/O AHWSPL),30509,th417,79.74,75.00,100.00,3.00,50.00,2030.00,0.00,4.00
Avighna Medicare Private Limited,9250,th417,73.81,90.00,100.00,4.00,50.00,57845.00,0.00,133.00
APURVA PHARMA,38089,th417,67.12,65.28,11.67,7.50,33.33,0.00,0.00,1.00
PRISHA ENTERPRISES,60637,th417,65.00,50.00,0.00,9.00,0.00,3886.00,0.00,0.00
AVIGHNA MEDICARE PRIVATE LIMITED,32663,th417,64.02,58.75,93.10,2.00,42.86,4107.00,0.00,103.00
SHREE SIMBA CHEMIST - MUMBAI (AWSPL),3566,th417,57.42,71.18,95.10,6.00,25.00,739715.00,0.00,1775.00
DR REDDYS LABORATORIES LIMITED,38098,th417,56.25,56.74,64.20,3.00,0.00,10179.00,0.00,146.00
EASTERN AGENCIES HEALTHCARE PRIVATE LIMITED,61,th417,50.11,69.95,92.60,5.30,13.16,1076654.00,0.00,3232.00
D C AGENCIES PRIVATE LIMITED,1989,th417,50.00,100.00,100.00,1.00,50.00,8638.00,0.00,4.00
ASPIRE PHARMA- JAMMU (AWSPL),31301,th417,49.23,60.00,100.00,0.00,0.00,90.00,0.00,3.00
DESAI PHARMA(A UNIT OF ASCENT WELLNESS AND PHARMA SOLUTIONS PVT LTD),32262,th417,47.58,58.06,80.59,5.00,32.43,6133.00,0.00,674.00
NACHIKET ADATIYA,38128,th417,42.11,66.67,0.00,5.00,0.00,43357.00,0.00,0.00
PARSHWA MEDPOINT LLP,60590,th417,40.78,66.67,0.00,11.00,0.00,0.00,0.00,0.00
ELAN PHARMA (INDIA) PRIVATE LIMITED,55095,th417,32.67,62.50,100.00,1.00,20.00,0.00,0.00,0.00
SACHDEVA MEDICALS (A UNIT OF AWPSPL) (AR-IXD-PLR),37922,th417,31.44,100.00,100.00,0.00,33.33,0.00,0.00,0.00
ARISTO PHARMACEUTICAL PRIVATE LIMITED,38165,th417,28.82,46.61,100.00,2.00,11.11,0.00,0.00,4.00
USV PRIVATE LIMITED,38151,th417,25.74,46.15,88.30,6.70,0.00,1019.00,0.00,2.00
Avighna Medicare Private Limited,37111,th417,23.51,5.26,100.00,11.00,0.00,490.00,0.00,110.00
KIRAN DISTRIBUTORS,38110,th417,16.14,35.29,0.00,6.00,0.00,3699.00,0.00,26.00
CHAITANYA DISTRIBUTORS,38096,th417,13.26,100.00,50.00,3.00,33.33,0.00,0.00,0.00
SACHDEVA MEDICALS,7825,th417,2.83,11.76,0.00,25.00,0.00,37853.00,0.00,128.00
VARDHAMAN DISTRIBUTORS,60610,th417,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00
ENCUBE ETHICALS PRIVATE LIMITED,38192,th417,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MILTON GENERICS,5658,th417,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ARYAN Wellness (P) Ltd.,1144,th417,0.00,0.00,0.00,0.00,0.00,1028.00,0.00,1.00
CIPLA PHARMA AND LIFE SCIENCES LIMITED,90849,th417,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KALINGA PHARMATECH(A Unit of Ascent Wellness & Pharma Solutions Private Limited),11933,th419,100.00,100.00,100.00,0.00,100.00,0.00,0.00,11.00
VPI MEDISALES - A UNIT OF ASCENT  WELLNESS AND PHARMA  SOLUTIONS PRIVATE LIMITED,31971,th419,100.00,100.00,100.00,0.00,100.00,20.00,0.00,7.00
MUTHU PHARMA- A UNIT OF ASCENT WELLNESS AND PHARMA ,31881,th419,100.00,100.00,100.00,0.00,100.00,160.00,0.00,48.00
AVIGHNA MEDICARE PRIVATE LIMITED,32663,th419,100.00,100.00,100.00,0.00,100.00,600.00,0.00,11.00
MEDICOS HEALTHCARE - A unit of D.C. Agencies Private Limited,7065,th419,100.00,100.00,100.00,1.00,100.00,1693.00,0.00,17.00
E.C. Agencies - A unit of Ascent Wellness and Pharma Solutions Private Limited,29157,th419,100.00,100.00,100.00,0.00,100.00,0.00,0.00,18.00
SRI ALAGU PHARMA (U/O AWPSPL) (AR-CBT-MET),37917,th419,99.80,100.00,100.00,1.00,100.00,0.00,0.00,1.00
SHREE SIMBA CHEMIST - MUMBAI (AWSPL),3566,th419,99.33,100.00,100.00,0.00,100.00,20.00,0.00,112.00
M/S YOGENDRA AGENCIES,38218,th419,97.68,94.87,100.00,6.00,100.00,210.00,0.00,6.00
SRI ALAGU PHARMA (U/O AHWSPL),30509,th419,71.43,100.00,100.00,0.00,0.00,0.00,0.00,5.00
SACHDEVA MEDICALS,7825,th419,70.46,69.01,100.00,3.00,82.14,5160.00,0.00,408.00
D C AGENCIES PRIVATE LIMITED,1989,th419,59.61,42.86,100.00,1.00,80.00,5819.00,0.00,586.00
ARYAN Wellness (P) Ltd.,1144,th419,47.09,56.09,100.00,3.00,40.63,42417.00,0.00,763.00
D. C. AGENCIES PRIVATE LIMITED (GHAZIPUR),13506,th419,44.44,50.00,100.00,0.00,50.00,16763.00,0.00,215.00
Avighna Medicare Private Limited,37111,th419,9.50,80.00,100.00,1.00,75.00,0.00,0.00,275.00
M/S LUCKNOW DRUG AGENCY,56889,th419,0.00,0.00,0.00,0.00,0.00,98.00,0.00,3.00
SACHDEVA MEDICALS (U/O AHWSPL) (Prayagraj),30096,th419,0.00,0.00,0.00,0.00,0.00,1407.00,0.00,53.00
SACHDEVA MEDICALS (U/O AHWSPL),31583,th419,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Avighna Medicare Private Limited,9250,th419,0.00,0.00,0.00,0.00,0.00,3075.00,0.00,120.00
Dr  Reddys Laboratories Limited,13463,th419,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ASHIRWAD DISTRIBUTORS (A UNIT OF AWPSPL) (MR-NAG-AMR),37894,th420,100.00,100.00,100.00,0.00,100.00,200.00,0.00,0.00
M/S MICRO PARK LOGISTICS PRIVATE LIMITED,38262,th420,100.00,100.00,0.00,3.00,0.00,0.00,0.00,0.00
ASHIRWAD DISTRIBUTORS (A UNIT OF AWPSPL),9981,th420,100.00,100.00,100.00,0.00,100.00,300.00,0.00,6.00
KALINGA PHARMATECH(A Unit of Ascent Wellness & Pharma Solutions Private Limited),11933,th420,100.00,100.00,100.00,1.00,100.00,447.00,0.00,11.00
SRI ALAGU PHARMA (U/O AHWSPL),30509,th420,100.00,100.00,100.00,1.00,100.00,796.00,0.00,1.00
AAYUSH PHARMA (A UNIT OF AWPSPL)-ASSAM,13714,th420,100.00,100.00,100.00,3.00,100.00,1540.00,0.00,0.00
D. C. AGENCIES PRIVATE LIMITED (GHAZIPUR),13506,th420,100.00,100.00,100.00,3.00,100.00,33714.00,0.00,953.00
PHARMEASY WHOLESALE (A UNIT OF AWPSPL) (MR-VNS-GTR),37913,th420,100.00,100.00,100.00,3.00,100.00,0.00,0.00,0.00
VPI MEDISALES - A UNIT OF ASCENT  WELLNESS AND PHARMA  SOLUTIONS PRIVATE LIMITED,31971,th420,90.91,50.00,100.00,2.00,50.00,70.00,0.00,3.00
SACHDEVA MEDICAL-BAREILLY (AWSPL),32197,th420,87.93,66.67,40.00,4.00,50.00,0.00,0.00,0.00
SACHDEVA MEDICALS (U/O AHWSPL) (Prayagraj),30096,th420,84.76,91.30,100.00,1.00,50.00,4142.00,0.00,12.00
MUTHU PHARMA- A UNIT OF ASCENT WELLNESS AND PHARMA ,31881,th420,77.22,100.00,100.00,1.00,66.67,40.00,0.00,7.00
MEDICOS HEALTHCARE - A UNIT OF D.C. AGENCIES PRIVATE LIMITED (MR-IXC-IA1),31162,th420,75.00,77.78,57.14,5.00,0.00,0.00,0.00,3.00
M/S JAI MAHAKALI PHARMA,39474,th420,68.67,64.15,100.00,0.00,0.00,770.00,0.00,34.00
ARYAN Wellness (P) Ltd.,1144,th420,67.69,71.81,84.36,1.00,57.14,103307.00,0.00,2393.00
ASPIRE PHARMA- JAMMU (AWSPL),31301,th420,66.67,50.00,100.00,1.00,50.00,0.00,0.00,0.00
